Port Name,State,Port Code,Border,Date,Measure,Value,Year,Month,DayOfWeek
Hansboro,ND,3415,US-Canada Border,2015-05-01,Truck Containers Empty,1,2015,May,Fri
Portal,ND,3403,US-Canada Border,2010-04-01,Personal Vehicle Passengers,17449,2010,Apr,Thu
Metaline Falls,WA,3025,US-Canada Border,2018-10-01,Trucks,466,2018,Oct,Mon
Columbus,NM,2406,US-Mexico Border,1998-05-01,Pedestrians,12623,1998,May,Fri
Calexico,CA,2503,US-Mexico Border,1999-02-01,Personal Vehicles,551604,1999,Feb,Mon
Lukeville,AZ,2602,US-Mexico Border,2013-01-01,Trucks,3,2013,Jan,Tue
Fortuna,ND,3417,US-Canada Border,2001-06-01,Buses,3,2001,Jun,Fri
Portland,ME,101,US-Canada Border,2016-09-01,Personal Vehicle Passengers,3183,2016,Sep,Thu
Oroville,WA,3019,US-Canada Border,2001-08-01,Truck Containers Full,2686,2001,Aug,Wed
Richford,VT,203,US-Canada Border,2007-10-01,Trains,21,2007,Oct,Mon
Eagle Pass,TX,2303,US-Mexico Border,2012-10-01,Trains,217,2012,Oct,Mon
Wildhorse,MT,3323,US-Canada Border,2005-12-01,Buses,3,2005,Dec,Thu
Houlton,ME,106,US-Canada Border,2011-01-01,Personal Vehicles,20416,2011,Jan,Sat
Madawaska,ME,109,US-Canada Border,2009-11-01,Truck Containers Empty,1561,2009,Nov,Sun
Noyes,MN,3402,US-Canada Border,2004-06-01,Rail Containers Empty,1104,2004,Jun,Tue
Whitetail,MT,3312,US-Canada Border,2000-12-01,Personal Vehicle Passengers,688,2000,Dec,Fri
Buffalo-Niagara Falls,NY,901,US-Canada Border,2002-11-01,Pedestrians,17963,2002,Nov,Fri
Ogdensburg,NY,701,US-Canada Border,2005-08-01,Bus Passengers,426,2005,Aug,Mon
Dalton Cache,AK,3106,US-Canada Border,2010-12-01,Pedestrians,1,2010,Dec,Wed
Calais,ME,115,US-Canada Border,2011-02-01,Bus Passengers,693,2011,Feb,Tue
Sault Sainte Marie,MI,3803,US-Canada Border,2014-07-01,Trucks,3153,2014,Jul,Tue
Richford,VT,203,US-Canada Border,2011-08-01,Pedestrians,774,2011,Aug,Mon
Pembina,ND,3401,US-Canada Border,2005-01-01,Buses,134,2005,Jan,Sat
Skagway,AK,3103,US-Canada Border,2003-01-01,Personal Vehicle Passengers,1116,2003,Jan,Wed
Pinecreek,MN,3425,US-Canada Border,2013-03-01,Truck Containers Empty,41,2013,Mar,Fri
Tecate,CA,2505,US-Mexico Border,2008-12-01,Truck Containers Full,2742,2008,Dec,Mon
Calais,ME,115,US-Canada Border,1996-07-01,Trucks,9727,1996,Jul,Mon
Laurier,WA,3016,US-Canada Border,2006-04-01,Pedestrians,10,2006,Apr,Sat
Piegan,MT,3316,US-Canada Border,2008-06-01,Personal Vehicles,12370,2008,Jun,Sun
Eastport,ID,3302,US-Canada Border,2014-12-01,Truck Containers Full,3435,2014,Dec,Mon
Portal,ND,3403,US-Canada Border,2013-08-01,Rail Containers Empty,6536,2013,Aug,Thu
Del Bonita,MT,3322,US-Canada Border,2002-11-01,Personal Vehicles,862,2002,Nov,Fri
Alcan,AK,3104,US-Canada Border,2018-06-01,Truck Containers Full,170,2018,Jun,Fri
Rio Grande City,TX,2307,US-Mexico Border,2017-04-01,Pedestrians,2896,2017,Apr,Sat
Northgate,ND,3406,US-Canada Border,2003-05-01,Truck Containers Full,138,2003,May,Thu
Scobey,MT,3309,US-Canada Border,2019-02-01,Personal Vehicle Passengers,512,2019,Feb,Fri
Del Rio,TX,2302,US-Mexico Border,2011-12-01,Truck Containers Empty,912,2011,Dec,Thu
Calais,ME,115,US-Canada Border,2014-07-01,Trains,14,2014,Jul,Tue
Skagway,AK,3103,US-Canada Border,1998-09-01,Truck Containers Full,72,1998,Sep,Tue
Douglas,AZ,2601,US-Mexico Border,1998-06-01,Personal Vehicles,169422,1998,Jun,Mon
Sasabe,AZ,2606,US-Mexico Border,2019-10-01,Personal Vehicle Passengers,4082,2019,Oct,Tue
Champlain-Rouses Point,NY,712,US-Canada Border,2004-04-01,Bus Passengers,26538,2004,Apr,Thu
Alcan,AK,3104,US-Canada Border,2012-08-01,Buses,126,2012,Aug,Wed
Eagle Pass,TX,2303,US-Mexico Border,2015-02-01,Rail Containers Full,9498,2015,Feb,Sun
El Paso,TX,2402,US-Mexico Border,2011-08-01,Rail Containers Full,2279,2011,Aug,Mon
Bar Harbor,ME,112,US-Canada Border,2008-08-01,Buses,3,2008,Aug,Fri
Calais,ME,115,US-Canada Border,2004-12-01,Buses,27,2004,Dec,Wed
Vanceboro,ME,105,US-Canada Border,1996-03-01,Train Passengers,46,1996,Mar,Fri
Buffalo-Niagara Falls,NY,901,US-Canada Border,2009-05-01,Train Passengers,2106,2009,May,Fri
El Paso,TX,2402,US-Mexico Border,1999-02-01,Pedestrians,449729,1999,Feb,Mon
Derby Line,VT,209,US-Canada Border,2016-04-01,Personal Vehicles,37317,2016,Apr,Fri
Walhalla,ND,3407,US-Canada Border,2002-12-01,Personal Vehicle Passengers,6064,2002,Dec,Sun
Sault Sainte Marie,MI,3803,US-Canada Border,2011-03-01,Truck Containers Empty,1111,2011,Mar,Tue
Van Buren,ME,108,US-Canada Border,2017-08-01,Personal Vehicle Passengers,21893,2017,Aug,Tue
Buffalo-Niagara Falls,NY,901,US-Canada Border,2006-04-01,Buses,2427,2006,Apr,Sat
Norton,VT,211,US-Canada Border,2005-04-01,Truck Containers Empty,137,2005,Apr,Fri
Nogales,AZ,2604,US-Mexico Border,2019-05-01,Rail Containers Full,2695,2019,May,Wed
Westhope,ND,3419,US-Canada Border,2005-08-01,Personal Vehicle Passengers,2408,2005,Aug,Mon
Oroville,WA,3019,US-Canada Border,2009-02-01,Personal Vehicle Passengers,26734,2009,Feb,Sun
Morgan,MT,3319,US-Canada Border,1999-03-01,Truck Containers Full,179,1999,Mar,Mon
Carbury,ND,3421,US-Canada Border,2012-11-01,Personal Vehicles,1211,2012,Nov,Thu
Roosville,MT,3318,US-Canada Border,2016-08-01,Truck Containers Full,990,2016,Aug,Mon
Tecate,CA,2505,US-Mexico Border,1998-03-01,Bus Passengers,471,1998,Mar,Sun
Fortuna,ND,3417,US-Canada Border,2014-02-01,Truck Containers Empty,172,2014,Feb,Sat
Pembina,ND,3401,US-Canada Border,1996-02-01,Pedestrians,2,1996,Feb,Thu
Westhope,ND,3419,US-Canada Border,2018-01-01,Trucks,651,2018,Jan,Mon
Whitlash,MT,3321,US-Canada Border,2015-12-01,Truck Containers Full,24,2015,Dec,Tue
Dalton Cache,AK,3106,US-Canada Border,2017-08-01,Bus Passengers,378,2017,Aug,Tue
Antler,ND,3413,US-Canada Border,1999-04-01,Truck Containers Empty,17,1999,Apr,Thu
Norton,VT,211,US-Canada Border,1999-08-01,Personal Vehicles,12154,1999,Aug,Sun
Vanceboro,ME,105,US-Canada Border,2002-04-01,Truck Containers Empty,35,2002,Apr,Mon
Roma,TX,2310,US-Mexico Border,2003-05-01,Truck Containers Full,378,2003,May,Thu
Oroville,WA,3019,US-Canada Border,2009-04-01,Personal Vehicle Passengers,38141,2009,Apr,Wed
Calexico East,CA,2507,US-Mexico Border,2004-01-01,Bus Passengers,333,2004,Jan,Thu
Warroad,MN,3423,US-Canada Border,2015-10-01,Truck Containers Full,450,2015,Oct,Thu
Beecher Falls,VT,206,US-Canada Border,2008-09-01,Personal Vehicle Passengers,11182,2008,Sep,Mon
Tecate,CA,2505,US-Mexico Border,2011-04-01,Buses,14,2011,Apr,Fri
Trout River,NY,715,US-Canada Border,2016-06-01,Train Passengers,94,2016,Jun,Wed
San Luis,AZ,2608,US-Mexico Border,2012-02-01,Personal Vehicle Passengers,354888,2012,Feb,Wed
Fort Fairfield,ME,107,US-Canada Border,1998-03-01,Buses,3,1998,Mar,Sun
Hidalgo,TX,2305,US-Mexico Border,2008-09-01,Trucks,37640,2008,Sep,Mon
Eastport,ID,3302,US-Canada Border,2010-09-01,Trains,90,2010,Sep,Wed
Progreso,TX,2309,US-Mexico Border,2002-03-01,Trucks,1747,2002,Mar,Fri
Laurier,WA,3016,US-Canada Border,1998-12-01,Trucks,720,1998,Dec,Tue
Carbury,ND,3421,US-Canada Border,1998-07-01,Truck Containers Empty,8,1998,Jul,Wed
Roosville,MT,3318,US-Canada Border,2004-10-01,Bus Passengers,59,2004,Oct,Fri
Santa Teresa,NM,2408,US-Mexico Border,2008-11-01,Personal Vehicle Passengers,99891,2008,Nov,Sat
Vanceboro,ME,105,US-Canada Border,2017-05-01,Trains,25,2017,May,Mon
Otay Mesa,CA,2506,US-Mexico Border,2011-01-01,Pedestrians,195627,2011,Jan,Sat
International Falls-Ranier,MN,3604,US-Canada Border,2005-06-01,Truck Containers Empty,427,2005,Jun,Wed
Richford,VT,203,US-Canada Border,2001-11-01,Trucks,988,2001,Nov,Thu
Grand Portage,MN,3613,US-Canada Border,2009-12-01,Bus Passengers,2478,2009,Dec,Tue
Lukeville,AZ,2602,US-Mexico Border,1998-01-01,Truck Containers Empty,44,1998,Jan,Thu
Hansboro,ND,3415,US-Canada Border,1998-11-01,Personal Vehicles,829,1998,Nov,Sun
Carbury,ND,3421,US-Canada Border,2002-01-01,Truck Containers Full,91,2002,Jan,Tue
Bridgewater,ME,127,US-Canada Border,2005-03-01,Trucks,1457,2005,Mar,Tue
Walhalla,ND,3407,US-Canada Border,2000-07-01,Buses,1,2000,Jul,Sat
Scobey,MT,3309,US-Canada Border,2013-01-01,Personal Vehicles,274,2013,Jan,Tue
Calais,ME,115,US-Canada Border,2001-02-01,Rail Containers Empty,210,2001,Feb,Thu
Richford,VT,203,US-Canada Border,2011-05-01,Truck Containers Full,210,2011,May,Sun
Houlton,ME,106,US-Canada Border,2008-09-01,Buses,10,2008,Sep,Mon
El Paso,TX,2402,US-Mexico Border,2019-01-01,Trains,123,2019,Jan,Tue
Dalton Cache,AK,3106,US-Canada Border,1996-01-01,Buses,74,1996,Jan,Mon
El Paso,TX,2402,US-Mexico Border,2005-04-01,Trains,129,2005,Apr,Fri
Madawaska,ME,109,US-Canada Border,2017-12-01,Personal Vehicle Passengers,46454,2017,Dec,Fri
Eastport,ID,3302,US-Canada Border,2002-02-01,Trains,72,2002,Feb,Fri
Boundary,WA,3015,US-Canada Border,2009-12-01,Bus Passengers,44,2009,Dec,Tue
Antler,ND,3413,US-Canada Border,2002-06-01,Truck Containers Empty,93,2002,Jun,Sat
Richford,VT,203,US-Canada Border,2007-02-01,Bus Passengers,55,2007,Feb,Thu
Van Buren,ME,108,US-Canada Border,2014-12-01,Rail Containers Empty,368,2014,Dec,Mon
Presidio,TX,2403,US-Mexico Border,2001-09-01,Truck Containers Full,177,2001,Sep,Sat
Danville,WA,3012,US-Canada Border,1998-04-01,Trucks,100,1998,Apr,Wed
Limestone,ME,118,US-Canada Border,2001-11-01,Personal Vehicles,4345,2001,Nov,Thu
St. John,ND,3405,US-Canada Border,1996-03-01,Trucks,82,1996,Mar,Fri
Highgate Springs-Alburg,VT,212,US-Canada Border,1999-11-01,Train Passengers,58,1999,Nov,Mon
Antler,ND,3413,US-Canada Border,2014-09-01,Personal Vehicles,928,2014,Sep,Mon
Port Huron,MI,3802,US-Canada Border,2005-08-01,Personal Vehicles,217802,2005,Aug,Mon
Rio Grande City,TX,2307,US-Mexico Border,1998-07-01,Truck Containers Full,643,1998,Jul,Wed
San Luis,AZ,2608,US-Mexico Border,2004-06-01,Truck Containers Full,1407,2004,Jun,Tue
Metaline Falls,WA,3025,US-Canada Border,2004-10-01,Personal Vehicles,2017,2004,Oct,Fri
Buffalo-Niagara Falls,NY,901,US-Canada Border,2011-12-01,Trucks,69806,2011,Dec,Thu
Massena,NY,704,US-Canada Border,2008-11-01,Personal Vehicles,79174,2008,Nov,Sat
Calais,ME,115,US-Canada Border,1998-04-01,Truck Containers Empty,473,1998,Apr,Wed
Eagle Pass,TX,2303,US-Mexico Border,2003-02-01,Bus Passengers,1031,2003,Feb,Sat
Pinecreek,MN,3425,US-Canada Border,1996-08-01,Personal Vehicle Passengers,2147,1996,Aug,Thu
Brownsville,TX,2301,US-Mexico Border,2017-08-01,Buses,499,2017,Aug,Tue
San Luis,AZ,2608,US-Mexico Border,2000-08-01,Pedestrians,174987,2000,Aug,Tue
Portal,ND,3403,US-Canada Border,2009-08-01,Trucks,6393,2009,Aug,Sat
Rio Grande City,TX,2307,US-Mexico Border,2019-02-01,Personal Vehicles,35946,2019,Feb,Fri
Nogales,AZ,2604,US-Mexico Border,2009-01-01,Personal Vehicle Passengers,710780,2009,Jan,Thu
Blaine,WA,3004,US-Canada Border,1999-11-01,Personal Vehicle Passengers,599528,1999,Nov,Mon
Sherwood,ND,3414,US-Canada Border,1997-12-01,Personal Vehicles,1690,1997,Dec,Mon
Massena,NY,704,US-Canada Border,2010-02-01,Personal Vehicles,64259,2010,Feb,Mon
Roma,TX,2310,US-Mexico Border,2018-01-01,Buses,31,2018,Jan,Mon
Richford,VT,203,US-Canada Border,2003-11-01,Personal Vehicles,7010,2003,Nov,Sat
Vanceboro,ME,105,US-Canada Border,2020-02-01,Pedestrians,6,2020,Feb,Sat
Nogales,AZ,2604,US-Mexico Border,2003-04-01,Buses,799,2003,Apr,Tue
Santa Teresa,NM,2408,US-Mexico Border,2012-03-01,Truck Containers Empty,2156,2012,Mar,Thu
Madawaska,ME,109,US-Canada Border,2018-10-01,Personal Vehicle Passengers,46969,2018,Oct,Mon
Presidio,TX,2403,US-Mexico Border,2015-09-01,Personal Vehicle Passengers,107192,2015,Sep,Tue
Baudette,MN,3424,US-Canada Border,2018-12-01,Truck Containers Full,12,2018,Dec,Sat
Sault Sainte Marie,MI,3803,US-Canada Border,1997-02-01,Rail Containers Full,331,1997,Feb,Sat
Westhope,ND,3419,US-Canada Border,2017-11-01,Trucks,663,2017,Nov,Wed
St. John,ND,3405,US-Canada Border,2008-09-01,Trucks,254,2008,Sep,Mon
Eastport,ID,3302,US-Canada Border,2015-07-01,Truck Containers Full,4340,2015,Jul,Wed
Eastport,ID,3302,US-Canada Border,2015-04-01,Personal Vehicle Passengers,12066,2015,Apr,Wed
Andrade,CA,2502,US-Mexico Border,2006-09-01,Personal Vehicles,46922,2006,Sep,Fri
Frontier,WA,3020,US-Canada Border,2003-07-01,Rail Containers Empty,338,2003,Jul,Tue
Ambrose,ND,3410,US-Canada Border,2005-08-01,Personal Vehicle Passengers,559,2005,Aug,Mon
Dunseith,ND,3422,US-Canada Border,2003-04-01,Personal Vehicle Passengers,10238,2003,Apr,Tue
Buffalo-Niagara Falls,NY,901,US-Canada Border,2011-11-01,Truck Containers Full,50958,2011,Nov,Tue
Champlain-Rouses Point,NY,712,US-Canada Border,2012-07-01,Pedestrians,444,2012,Jul,Sun
Bar Harbor,ME,112,US-Canada Border,2004-06-01,Personal Vehicle Passengers,4707,2004,Jun,Tue
Walhalla,ND,3407,US-Canada Border,2014-01-01,Personal Vehicle Passengers,6013,2014,Jan,Wed
Champlain-Rouses Point,NY,712,US-Canada Border,1998-01-01,Bus Passengers,12826,1998,Jan,Thu
Dalton Cache,AK,3106,US-Canada Border,2019-01-01,Trucks,68,2019,Jan,Tue
Norton,VT,211,US-Canada Border,2002-05-01,Trucks,2107,2002,May,Wed
Port Angeles,WA,3007,US-Canada Border,2010-07-01,Bus Passengers,233,2010,Jul,Thu
Raymond,MT,3301,US-Canada Border,2000-10-01,Truck Containers Empty,123,2000,Oct,Sun
Frontier,WA,3020,US-Canada Border,2000-10-01,Buses,17,2000,Oct,Sun
Columbus,NM,2406,US-Mexico Border,1996-09-01,Personal Vehicle Passengers,51023,1996,Sep,Sun
Progreso,TX,2309,US-Mexico Border,2011-04-01,Truck Containers Full,3088,2011,Apr,Fri
Porthill,ID,3308,US-Canada Border,2016-07-01,Buses,2,2016,Jul,Fri
Fort Fairfield,ME,107,US-Canada Border,2005-07-01,Personal Vehicle Passengers,38054,2005,Jul,Fri
Noonan,ND,3420,US-Canada Border,2003-10-01,Personal Vehicles,2521,2003,Oct,Wed
Detroit,MI,3801,US-Canada Border,2019-08-01,Personal Vehicles,390226,2019,Aug,Thu
Hidalgo,TX,2305,US-Mexico Border,2000-06-01,Trucks,31603,2000,Jun,Thu
Port Huron,MI,3802,US-Canada Border,2017-10-01,Rail Containers Full,20330,2017,Oct,Sun
Laredo,TX,2304,US-Mexico Border,2019-08-01,Truck Containers Full,149049,2019,Aug,Thu
Morgan,MT,3319,US-Canada Border,2003-12-01,Personal Vehicle Passengers,647,2003,Dec,Mon
San Luis,AZ,2608,US-Mexico Border,2005-08-01,Trucks,3351,2005,Aug,Mon
Warroad,MN,3423,US-Canada Border,2000-12-01,Train Passengers,390,2000,Dec,Fri
Roma,TX,2310,US-Mexico Border,2012-03-01,Personal Vehicles,58947,2012,Mar,Thu
Roma,TX,2310,US-Mexico Border,2015-05-01,Personal Vehicles,65002,2015,May,Fri
Sault Sainte Marie,MI,3803,US-Canada Border,2009-08-01,Train Passengers,60,2009,Aug,Sat
Baudette,MN,3424,US-Canada Border,1998-09-01,Buses,58,1998,Sep,Tue
Otay Mesa,CA,2506,US-Mexico Border,1998-04-01,Train Passengers,32,1998,Apr,Wed
Sarles,ND,3409,US-Canada Border,2001-03-01,Truck Containers Empty,9,2001,Mar,Thu
Lancaster,MN,3430,US-Canada Border,2012-07-01,Truck Containers Full,171,2012,Jul,Sun
Blaine,WA,3004,US-Canada Border,2006-11-01,Buses,767,2006,Nov,Wed
Sherwood,ND,3414,US-Canada Border,2018-07-01,Truck Containers Full,272,2018,Jul,Sun
Laredo,TX,2304,US-Mexico Border,2007-01-01,Truck Containers Empty,48729,2007,Jan,Mon
Sherwood,ND,3414,US-Canada Border,1998-08-01,Truck Containers Empty,95,1998,Aug,Sat
Detroit,MI,3801,US-Canada Border,2008-04-01,Rail Containers Empty,7676,2008,Apr,Tue
Calexico East,CA,2507,US-Mexico Border,2016-08-01,Buses,223,2016,Aug,Mon
Boundary,WA,3015,US-Canada Border,2004-09-01,Personal Vehicle Passengers,8285,2004,Sep,Wed
Champlain-Rouses Point,NY,712,US-Canada Border,2017-01-01,Pedestrians,184,2017,Jan,Sun
Port Huron,MI,3802,US-Canada Border,2007-12-01,Truck Containers Empty,8631,2007,Dec,Sat
Calexico East,CA,2507,US-Mexico Border,2001-07-01,Pedestrians,298,2001,Jul,Sun
Hansboro,ND,3415,US-Canada Border,2010-12-01,Buses,8,2010,Dec,Wed
Richford,VT,203,US-Canada Border,2006-10-01,Rail Containers Empty,57,2006,Oct,Sun
Laurier,WA,3016,US-Canada Border,1996-07-01,Trains,22,1996,Jul,Mon
Highgate Springs-Alburg,VT,212,US-Canada Border,2004-10-01,Bus Passengers,7447,2004,Oct,Fri
Vanceboro,ME,105,US-Canada Border,2018-02-01,Rail Containers Full,864,2018,Feb,Thu
San Luis,AZ,2608,US-Mexico Border,2003-06-01,Bus Passengers,28,2003,Jun,Sun
Willow Creek,MT,3325,US-Canada Border,2013-10-01,Personal Vehicle Passengers,793,2013,Oct,Tue
Eagle Pass,TX,2303,US-Mexico Border,1999-03-01,Personal Vehicles,251465,1999,Mar,Mon
Rio Grande City,TX,2307,US-Mexico Border,2009-03-01,Personal Vehicles,52612,2009,Mar,Sun
Sweetgrass,MT,3310,US-Canada Border,2015-03-01,Buses,12,2015,Mar,Sun
Neche,ND,3404,US-Canada Border,2006-03-01,Trucks,1184,2006,Mar,Wed
Calexico,CA,2503,US-Mexico Border,2016-05-01,Personal Vehicle Passengers,682622,2016,May,Sun
Danville,WA,3012,US-Canada Border,2001-11-01,Trucks,60,2001,Nov,Thu
El Paso,TX,2402,US-Mexico Border,1996-11-01,Trucks,51245,1996,Nov,Fri
Otay Mesa,CA,2506,US-Mexico Border,2001-04-01,Train Passengers,32,2001,Apr,Sun
Otay Mesa,CA,2506,US-Mexico Border,1997-04-01,Rail Containers Empty,265,1997,Apr,Tue
Tecate,CA,2505,US-Mexico Border,2008-06-01,Truck Containers Empty,3178,2008,Jun,Sun
Whitetail,MT,3312,US-Canada Border,2005-01-01,Personal Vehicle Passengers,204,2005,Jan,Sat
Ferry,WA,3013,US-Canada Border,2002-11-01,Trucks,324,2002,Nov,Fri
Sumas,WA,3009,US-Canada Border,2001-08-01,Bus Passengers,2718,2001,Aug,Wed
Ogdensburg,NY,701,US-Canada Border,2008-08-01,Trucks,3436,2008,Aug,Fri
Roosville,MT,3318,US-Canada Border,2002-08-01,Pedestrians,98,2002,Aug,Thu
Madawaska,ME,109,US-Canada Border,2004-10-01,Trucks,3510,2004,Oct,Fri
International Falls-Ranier,MN,3604,US-Canada Border,2004-06-01,Rail Containers Full,17823,2004,Jun,Tue
Limestone,ME,118,US-Canada Border,2003-07-01,Trucks,686,2003,Jul,Tue
Naco,AZ,2603,US-Mexico Border,2008-05-01,Truck Containers Full,105,2008,May,Thu
Pembina,ND,3401,US-Canada Border,2019-02-01,Personal Vehicles,13302,2019,Feb,Fri
Tecate,CA,2505,US-Mexico Border,1999-10-01,Pedestrians,23668,1999,Oct,Fri
Nogales,AZ,2604,US-Mexico Border,2008-01-01,Rail Containers Empty,1790,2008,Jan,Tue
Piegan,MT,3316,US-Canada Border,2013-10-01,Truck Containers Empty,125,2013,Oct,Tue
Maida,ND,3416,US-Canada Border,2000-11-01,Bus Passengers,46,2000,Nov,Wed
Bridgewater,ME,127,US-Canada Border,2014-01-01,Personal Vehicle Passengers,9354,2014,Jan,Wed
Dalton Cache,AK,3106,US-Canada Border,2010-06-01,Personal Vehicle Passengers,5600,2010,Jun,Tue
Anacortes,WA,3010,US-Canada Border,2017-04-01,Buses,1,2017,Apr,Sat
Portland,ME,101,US-Canada Border,1999-10-01,Personal Vehicles,1264,1999,Oct,Fri
Eastport,ID,3302,US-Canada Border,2000-07-01,Rail Containers Empty,250,2000,Jul,Sat
Neche,ND,3404,US-Canada Border,2004-06-01,Pedestrians,109,2004,Jun,Tue
Hidalgo,TX,2305,US-Mexico Border,2010-07-01,Truck Containers Full,29302,2010,Jul,Thu
Highgate Springs-Alburg,VT,212,US-Canada Border,2002-11-01,Pedestrians,10,2002,Nov,Fri
Rio Grande City,TX,2307,US-Mexico Border,2013-09-01,Pedestrians,3949,2013,Sep,Sun
Sumas,WA,3009,US-Canada Border,2006-01-01,Trucks,13189,2006,Jan,Sun
Vanceboro,ME,105,US-Canada Border,2003-04-01,Trains,21,2003,Apr,Tue
Roosville,MT,3318,US-Canada Border,1998-01-01,Personal Vehicles,3591,1998,Jan,Thu
Santa Teresa,NM,2408,US-Mexico Border,2011-07-01,Trucks,5987,2011,Jul,Fri
Sherwood,ND,3414,US-Canada Border,2006-04-01,Truck Containers Empty,137,2006,Apr,Sat
Ogdensburg,NY,701,US-Canada Border,2007-08-01,Bus Passengers,576,2007,Aug,Wed
Wildhorse,MT,3323,US-Canada Border,2009-07-01,Personal Vehicles,2285,2009,Jul,Wed
Sweetgrass,MT,3310,US-Canada Border,2009-04-01,Trucks,9727,2009,Apr,Wed
Alcan,AK,3104,US-Canada Border,2001-11-01,Truck Containers Empty,29,2001,Nov,Thu
Grand Portage,MN,3613,US-Canada Border,2009-04-01,Buses,151,2009,Apr,Wed
Boundary,WA,3015,US-Canada Border,2013-06-01,Personal Vehicle Passengers,10059,2013,Jun,Sat
Otay Mesa,CA,2506,US-Mexico Border,2005-02-01,Truck Containers Empty,23570,2005,Feb,Tue
Grand Portage,MN,3613,US-Canada Border,2017-05-01,Bus Passengers,995,2017,May,Mon
Calais,ME,115,US-Canada Border,2005-04-01,Buses,26,2005,Apr,Fri
Sweetgrass,MT,3310,US-Canada Border,1998-03-01,Rail Containers Full,1454,1998,Mar,Sun
Douglas,AZ,2601,US-Mexico Border,2007-12-01,Pedestrians,104880,2007,Dec,Sat
Boundary,WA,3015,US-Canada Border,2004-11-01,Train Passengers,66,2004,Nov,Mon
Otay Mesa,CA,2506,US-Mexico Border,2016-05-01,Bus Passengers,6333,2016,May,Sun
Norton,VT,211,US-Canada Border,2018-02-01,Truck Containers Full,604,2018,Feb,Thu
Laredo,TX,2304,US-Mexico Border,2011-08-01,Rail Containers Full,17211,2011,Aug,Mon
Neche,ND,3404,US-Canada Border,2003-10-01,Truck Containers Empty,603,2003,Oct,Wed
Tecate,CA,2505,US-Mexico Border,2018-06-01,Personal Vehicles,91951,2018,Jun,Fri
Van Buren,ME,108,US-Canada Border,2005-07-01,Rail Containers Full,82,2005,Jul,Fri
Highgate Springs-Alburg,VT,212,US-Canada Border,2010-08-01,Train Passengers,60,2010,Aug,Sun
Frontier,WA,3020,US-Canada Border,2010-11-01,Bus Passengers,220,2010,Nov,Mon
Andrade,CA,2502,US-Mexico Border,2009-06-01,Personal Vehicle Passengers,70722,2009,Jun,Mon
Cape Vincent,NY,706,US-Canada Border,2019-06-01,Personal Vehicle Passengers,2922,2019,Jun,Sat
Sweetgrass,MT,3310,US-Canada Border,2003-08-01,Personal Vehicle Passengers,78946,2003,Aug,Fri
Sweetgrass,MT,3310,US-Canada Border,1998-11-01,Personal Vehicles,15245,1998,Nov,Sun
Skagway,AK,3103,US-Canada Border,2016-04-01,Personal Vehicle Passengers,4189,2016,Apr,Fri
Port Angeles,WA,3007,US-Canada Border,2005-12-01,Personal Vehicles,2923,2005,Dec,Thu
Northgate,ND,3406,US-Canada Border,2012-09-01,Personal Vehicles,1977,2012,Sep,Sat
Roseau,MN,3426,US-Canada Border,2009-07-01,Truck Containers Full,339,2009,Jul,Wed
Champlain-Rouses Point,NY,712,US-Canada Border,2005-03-01,Personal Vehicle Passengers,189987,2005,Mar,Tue
Buffalo-Niagara Falls,NY,901,US-Canada Border,2017-01-01,Trucks,79366,2017,Jan,Sun
Calais,ME,115,US-Canada Border,2001-02-01,Trains,15,2001,Feb,Thu
Fortuna,ND,3417,US-Canada Border,2008-08-01,Buses,2,2008,Aug,Fri
San Ysidro,CA,2504,US-Mexico Border,2000-11-01,Buses,8410,2000,Nov,Wed
Andrade,CA,2502,US-Mexico Border,1996-11-01,Personal Vehicles,47726,1996,Nov,Fri
Trout River,NY,715,US-Canada Border,2002-01-01,Pedestrians,35,2002,Jan,Tue
Point Roberts,WA,3017,US-Canada Border,2009-01-01,Personal Vehicle Passengers,81671,2009,Jan,Thu
Boundary,WA,3015,US-Canada Border,2015-02-01,Personal Vehicles,2693,2015,Feb,Sun
Lancaster,MN,3430,US-Canada Border,2009-06-01,Truck Containers Full,140,2009,Jun,Mon
Baudette,MN,3424,US-Canada Border,2004-05-01,Personal Vehicles,15758,2004,May,Sat
Trout River,NY,715,US-Canada Border,2000-03-01,Trucks,1807,2000,Mar,Wed
Champlain-Rouses Point,NY,712,US-Canada Border,2010-04-01,Rail Containers Full,3331,2010,Apr,Thu
Carbury,ND,3421,US-Canada Border,2009-11-01,Truck Containers Empty,38,2009,Nov,Sun
Highgate Springs-Alburg,VT,212,US-Canada Border,2006-02-01,Buses,218,2006,Feb,Wed
Santa Teresa,NM,2408,US-Mexico Border,2008-12-01,Truck Containers Empty,782,2008,Dec,Mon
Trout River,NY,715,US-Canada Border,1998-02-01,Train Passengers,138,1998,Feb,Sun
Porthill,ID,3308,US-Canada Border,2013-04-01,Buses,3,2013,Apr,Mon
Calexico East,CA,2507,US-Mexico Border,2018-09-01,Truck Containers Empty,14046,2018,Sep,Sat
Portal,ND,3403,US-Canada Border,2004-04-01,Truck Containers Full,4904,2004,Apr,Thu
Calais,ME,115,US-Canada Border,2016-03-01,Rail Containers Full,76,2016,Mar,Tue
Norton,VT,211,US-Canada Border,2014-04-01,Train Passengers,33,2014,Apr,Tue
Calexico,CA,2503,US-Mexico Border,2000-03-01,Bus Passengers,817,2000,Mar,Wed
