Port Name,State,Port Code,Border,Date,Measure,Value,Year,Month,DayOfWeek
Porthill,ID,3308,US-Canada Border,2011-06-01,Personal Vehicle Passengers,26748,2011,Jun,Wed
Boundary,WA,3015,US-Canada Border,2009-11-01,Personal Vehicles,5073,2009,Nov,Sun
Blaine,WA,3004,US-Canada Border,2001-03-01,Personal Vehicle Passengers,954111,2001,Mar,Thu
Van Buren,ME,108,US-Canada Border,2016-07-01,Personal Vehicles,16409,2016,Jul,Fri
Eagle Pass,TX,2303,US-Mexico Border,2000-05-01,Rail Containers Full,4324,2000,May,Mon
Massena,NY,704,US-Canada Border,2005-06-01,Trucks,5038,2005,Jun,Wed
Houlton,ME,106,US-Canada Border,2018-01-01,Truck Containers Full,6005,2018,Jan,Mon
Del Rio,TX,2302,US-Mexico Border,2003-10-01,Truck Containers Full,4510,2003,Oct,Wed
Alcan,AK,3104,US-Canada Border,2009-12-01,Truck Containers Empty,6,2009,Dec,Tue
Scobey,MT,3309,US-Canada Border,1996-10-01,Personal Vehicle Passengers,1272,1996,Oct,Tue
Nogales,AZ,2604,US-Mexico Border,2010-04-01,Truck Containers Full,30271,2010,Apr,Thu
Calais,ME,115,US-Canada Border,2011-06-01,Bus Passengers,952,2011,Jun,Wed
Norton,VT,211,US-Canada Border,2003-04-01,Train Passengers,67,2003,Apr,Tue
Hidalgo,TX,2305,US-Mexico Border,2011-03-01,Buses,1738,2011,Mar,Tue
Oroville,WA,3019,US-Canada Border,2014-11-01,Personal Vehicle Passengers,29269,2014,Nov,Sat
Tecate,CA,2505,US-Mexico Border,2009-04-01,Pedestrians,45787,2009,Apr,Wed
Naco,AZ,2603,US-Mexico Border,1996-07-01,Trucks,618,1996,Jul,Mon
Oroville,WA,3019,US-Canada Border,2004-02-01,Personal Vehicle Passengers,33005,2004,Feb,Sun
Port Huron,MI,3802,US-Canada Border,2019-06-01,Personal Vehicle Passengers,287757,2019,Jun,Sat
Portal,ND,3403,US-Canada Border,2005-12-01,Personal Vehicles,4415,2005,Dec,Thu
Whitlash,MT,3321,US-Canada Border,2017-11-01,Truck Containers Full,7,2017,Nov,Wed
Champlain-Rouses Point,NY,712,US-Canada Border,2012-07-01,Truck Containers Full,20297,2012,Jul,Sun
San Luis,AZ,2608,US-Mexico Border,2002-11-01,Bus Passengers,48,2002,Nov,Fri
International Falls-Ranier,MN,3604,US-Canada Border,2007-07-01,Rail Containers Empty,5250,2007,Jul,Sun
Sarles,ND,3409,US-Canada Border,2006-10-01,Buses,3,2006,Oct,Sun
Lukeville,AZ,2602,US-Mexico Border,2003-12-01,Truck Containers Full,2,2003,Dec,Mon
Bridgewater,ME,127,US-Canada Border,2018-03-01,Trucks,520,2018,Mar,Thu
Northgate,ND,3406,US-Canada Border,1999-12-01,Personal Vehicle Passengers,2474,1999,Dec,Wed
Highgate Springs-Alburg,VT,212,US-Canada Border,2005-01-01,Truck Containers Empty,363,2005,Jan,Sat
Blaine,WA,3004,US-Canada Border,2009-10-01,Truck Containers Empty,7818,2009,Oct,Thu
Beecher Falls,VT,206,US-Canada Border,2009-06-01,Personal Vehicles,6579,2009,Jun,Mon
Alcan,AK,3104,US-Canada Border,2006-10-01,Truck Containers Full,562,2006,Oct,Sun
Del Bonita,MT,3322,US-Canada Border,2001-04-01,Pedestrians,10,2001,Apr,Sun
Richford,VT,203,US-Canada Border,2008-11-01,Truck Containers Full,319,2008,Nov,Sat
Porthill,ID,3308,US-Canada Border,2003-07-01,Truck Containers Full,705,2003,Jul,Tue
Trout River,NY,715,US-Canada Border,2012-08-01,Personal Vehicle Passengers,41191,2012,Aug,Wed
Columbus,NM,2406,US-Mexico Border,2001-09-01,Buses,87,2001,Sep,Sat
Ferry,WA,3013,US-Canada Border,2001-02-01,Bus Passengers,81,2001,Feb,Thu
Frontier,WA,3020,US-Canada Border,2007-07-01,Truck Containers Full,873,2007,Jul,Sun
Sumas,WA,3009,US-Canada Border,2009-02-01,Personal Vehicle Passengers,71584,2009,Feb,Sun
Pinecreek,MN,3425,US-Canada Border,2005-10-01,Truck Containers Empty,22,2005,Oct,Sat
Sasabe,AZ,2606,US-Mexico Border,2004-10-01,Personal Vehicles,3177,2004,Oct,Fri
Frontier,WA,3020,US-Canada Border,2003-11-01,Bus Passengers,372,2003,Nov,Sat
Port Huron,MI,3802,US-Canada Border,2001-01-01,Personal Vehicle Passengers,336224,2001,Jan,Mon
Metaline Falls,WA,3025,US-Canada Border,1998-03-01,Personal Vehicles,2136,1998,Mar,Sun
Walhalla,ND,3407,US-Canada Border,2009-07-01,Personal Vehicle Passengers,7680,2009,Jul,Wed
Andrade,CA,2502,US-Mexico Border,1998-07-01,Pedestrians,40951,1998,Jul,Wed
Bridgewater,ME,127,US-Canada Border,2014-02-01,Personal Vehicle Passengers,9386,2014,Feb,Sat
Calais,ME,115,US-Canada Border,2018-01-01,Pedestrians,403,2018,Jan,Mon
Sherwood,ND,3414,US-Canada Border,2004-12-01,Trucks,390,2004,Dec,Wed
Calexico East,CA,2507,US-Mexico Border,2001-11-01,Buses,29,2001,Nov,Thu
Andrade,CA,2502,US-Mexico Border,2007-04-01,Trucks,34,2007,Apr,Sun
Nogales,AZ,2604,US-Mexico Border,2016-09-01,Trucks,17277,2016,Sep,Thu
Van Buren,ME,108,US-Canada Border,1996-10-01,Bus Passengers,26,1996,Oct,Tue
Detroit,MI,3801,US-Canada Border,2013-05-01,Personal Vehicle Passengers,601789,2013,May,Wed
Ferry,WA,3013,US-Canada Border,2014-01-01,Truck Containers Full,158,2014,Jan,Wed
Highgate Springs-Alburg,VT,212,US-Canada Border,1997-06-01,Train Passengers,60,1997,Jun,Sun
Jackman,ME,104,US-Canada Border,2010-04-01,Bus Passengers,232,2010,Apr,Thu
Morgan,MT,3319,US-Canada Border,2001-09-01,Truck Containers Full,247,2001,Sep,Sat
Pembina,ND,3401,US-Canada Border,2010-10-01,Truck Containers Full,12860,2010,Oct,Fri
Turner,MT,3306,US-Canada Border,2006-07-01,Bus Passengers,53,2006,Jul,Sat
Naco,AZ,2603,US-Mexico Border,1999-04-01,Personal Vehicles,32570,1999,Apr,Thu
Sumas,WA,3009,US-Canada Border,2011-06-01,Buses,75,2011,Jun,Wed
Frontier,WA,3020,US-Canada Border,2019-11-01,Buses,5,2019,Nov,Fri
El Paso,TX,2402,US-Mexico Border,2015-02-01,Rail Containers Empty,3095,2015,Feb,Sun
Oroville,WA,3019,US-Canada Border,2012-05-01,Truck Containers Empty,955,2012,May,Tue
Vanceboro,ME,105,US-Canada Border,2005-07-01,Rail Containers Full,961,2005,Jul,Fri
Douglas,AZ,2601,US-Mexico Border,2003-09-01,Personal Vehicle Passengers,399862,2003,Sep,Mon
Laurier,WA,3016,US-Canada Border,2000-09-01,Rail Containers Empty,55,2000,Sep,Fri
Baudette,MN,3424,US-Canada Border,2005-07-01,Trucks,346,2005,Jul,Fri
Boundary,WA,3015,US-Canada Border,1997-07-01,Personal Vehicles,5028,1997,Jul,Tue
Douglas,AZ,2601,US-Mexico Border,2019-10-01,Pedestrians,89494,2019,Oct,Tue
Columbus,NM,2406,US-Mexico Border,2009-08-01,Truck Containers Full,955,2009,Aug,Sat
Ogdensburg,NY,701,US-Canada Border,2019-11-01,Truck Containers Empty,721,2019,Nov,Fri
Carbury,ND,3421,US-Canada Border,2003-03-01,Personal Vehicles,713,2003,Mar,Sat
Maida,ND,3416,US-Canada Border,2019-09-01,Truck Containers Full,15,2019,Sep,Sun
Northgate,ND,3406,US-Canada Border,2016-11-01,Train Passengers,22,2016,Nov,Tue
Lukeville,AZ,2602,US-Mexico Border,2008-05-01,Pedestrians,9554,2008,May,Thu
Roma,TX,2310,US-Mexico Border,2017-05-01,Trucks,760,2017,May,Mon
Frontier,WA,3020,US-Canada Border,2001-06-01,Trains,20,2001,Jun,Fri
Opheim,MT,3317,US-Canada Border,2004-05-01,Personal Vehicles,248,2004,May,Sat
Del Bonita,MT,3322,US-Canada Border,2006-10-01,Truck Containers Full,48,2006,Oct,Sun
Sweetgrass,MT,3310,US-Canada Border,2006-10-01,Rail Containers Full,1673,2006,Oct,Sun
Detroit,MI,3801,US-Canada Border,2011-09-01,Truck Containers Empty,14482,2011,Sep,Thu
Progreso,TX,2309,US-Mexico Border,2002-05-01,Trucks,2044,2002,May,Wed
Presidio,TX,2403,US-Mexico Border,2016-09-01,Personal Vehicles,53305,2016,Sep,Thu
Port Huron,MI,3802,US-Canada Border,2016-11-01,Buses,236,2016,Nov,Tue
Ogdensburg,NY,701,US-Canada Border,2011-12-01,Truck Containers Empty,492,2011,Dec,Thu
Tecate,CA,2505,US-Mexico Border,2009-03-01,Bus Passengers,489,2009,Mar,Sun
Antler,ND,3413,US-Canada Border,2018-11-01,Truck Containers Full,70,2018,Nov,Thu
Anacortes,WA,3010,US-Canada Border,2005-09-01,Personal Vehicles,3609,2005,Sep,Thu
International Falls-Ranier,MN,3604,US-Canada Border,2013-08-01,Pedestrians,1776,2013,Aug,Thu
Grand Portage,MN,3613,US-Canada Border,2008-04-01,Buses,159,2008,Apr,Tue
Brownsville,TX,2301,US-Mexico Border,2018-01-01,Pedestrians,213231,2018,Jan,Mon
Northgate,ND,3406,US-Canada Border,2002-08-01,Trucks,240,2002,Aug,Thu
Madawaska,ME,109,US-Canada Border,2005-10-01,Personal Vehicles,62490,2005,Oct,Sat
Sweetgrass,MT,3310,US-Canada Border,2000-08-01,Truck Containers Empty,1357,2000,Aug,Tue
Massena,NY,704,US-Canada Border,1997-04-01,Trucks,3338,1997,Apr,Tue
Maida,ND,3416,US-Canada Border,2006-01-01,Personal Vehicles,1140,2006,Jan,Sun
Trout River,NY,715,US-Canada Border,2013-02-01,Trucks,1170,2013,Feb,Fri
Port Angeles,WA,3007,US-Canada Border,2017-09-01,Bus Passengers,41,2017,Sep,Fri
Frontier,WA,3020,US-Canada Border,2013-03-01,Trucks,1997,2013,Mar,Fri
St. John,ND,3405,US-Canada Border,2003-08-01,Truck Containers Full,141,2003,Aug,Fri
Champlain-Rouses Point,NY,712,US-Canada Border,1996-09-01,Trains,82,1996,Sep,Sun
Van Buren,ME,108,US-Canada Border,2016-10-01,Pedestrians,3,2016,Oct,Sat
Fort Fairfield,ME,107,US-Canada Border,2008-06-01,Truck Containers Full,1478,2008,Jun,Sun
Hidalgo,TX,2305,US-Mexico Border,1996-09-01,Personal Vehicles,489910,1996,Sep,Sun
Tecate,CA,2505,US-Mexico Border,2009-11-01,Trucks,4853,2009,Nov,Sun
Portal,ND,3403,US-Canada Border,1998-12-01,Bus Passengers,345,1998,Dec,Tue
International Falls-Ranier,MN,3604,US-Canada Border,2001-08-01,Trains,291,2001,Aug,Wed
Otay Mesa,CA,2506,US-Mexico Border,2007-02-01,Personal Vehicles,354846,2007,Feb,Thu
Champlain-Rouses Point,NY,712,US-Canada Border,2004-08-01,Train Passengers,3528,2004,Aug,Sun
Laredo,TX,2304,US-Mexico Border,2007-11-01,Rail Containers Empty,14076,2007,Nov,Thu
Highgate Springs-Alburg,VT,212,US-Canada Border,2006-01-01,Trains,30,2006,Jan,Sun
Warroad,MN,3423,US-Canada Border,2012-05-01,Buses,33,2012,May,Tue
Maida,ND,3416,US-Canada Border,2003-10-01,Trucks,347,2003,Oct,Wed
Nogales,AZ,2604,US-Mexico Border,1999-06-01,Buses,328,1999,Jun,Tue
Houlton,ME,106,US-Canada Border,2005-06-01,Buses,16,2005,Jun,Wed
Portal,ND,3403,US-Canada Border,2018-10-01,Trains,167,2018,Oct,Mon
Calexico,CA,2503,US-Mexico Border,2000-03-01,Buses,81,2000,Mar,Wed
Champlain-Rouses Point,NY,712,US-Canada Border,2017-06-01,Buses,824,2017,Jun,Thu
Progreso,TX,2309,US-Mexico Border,2005-09-01,Personal Vehicle Passengers,156246,2005,Sep,Thu
Richford,VT,203,US-Canada Border,2000-07-01,Rail Containers Full,148,2000,Jul,Sat
Highgate Springs-Alburg,VT,212,US-Canada Border,2019-01-01,Bus Passengers,4291,2019,Jan,Tue
Antler,ND,3413,US-Canada Border,2015-06-01,Personal Vehicle Passengers,1161,2015,Jun,Mon
Boundary,WA,3015,US-Canada Border,2011-03-01,Rail Containers Empty,376,2011,Mar,Tue
Ambrose,ND,3410,US-Canada Border,2006-05-01,Personal Vehicles,168,2006,May,Mon
Pinecreek,MN,3425,US-Canada Border,2012-01-01,Personal Vehicle Passengers,731,2012,Jan,Sun
Warroad,MN,3423,US-Canada Border,2012-08-01,Train Passengers,675,2012,Aug,Wed
Otay Mesa,CA,2506,US-Mexico Border,2007-08-01,Personal Vehicle Passengers,778618,2007,Aug,Wed
Vanceboro,ME,105,US-Canada Border,2004-01-01,Truck Containers Empty,7,2004,Jan,Thu
Piegan,MT,3316,US-Canada Border,2003-05-01,Bus Passengers,308,2003,May,Thu
Scobey,MT,3309,US-Canada Border,2001-11-01,Trucks,39,2001,Nov,Thu
Sherwood,ND,3414,US-Canada Border,1998-10-01,Bus Passengers,45,1998,Oct,Thu
Porthill,ID,3308,US-Canada Border,2019-06-01,Truck Containers Empty,306,2019,Jun,Sat
Metaline Falls,WA,3025,US-Canada Border,2013-05-01,Truck Containers Full,154,2013,May,Wed
Raymond,MT,3301,US-Canada Border,1999-03-01,Truck Containers Empty,55,1999,Mar,Mon
Jackman,ME,104,US-Canada Border,2011-12-01,Buses,2,2011,Dec,Thu
Scobey,MT,3309,US-Canada Border,2019-03-01,Personal Vehicle Passengers,538,2019,Mar,Fri
Calexico,CA,2503,US-Mexico Border,1996-09-01,Rail Containers Full,108,1996,Sep,Sun
Del Rio,TX,2302,US-Mexico Border,2006-05-01,Bus Passengers,94,2006,May,Mon
Presidio,TX,2403,US-Mexico Border,2014-04-01,Bus Passengers,871,2014,Apr,Tue
Portal,ND,3403,US-Canada Border,2011-07-01,Personal Vehicle Passengers,14238,2011,Jul,Fri
Nighthawk,WA,3011,US-Canada Border,2009-11-01,Personal Vehicle Passengers,1290,2009,Nov,Sun
Laredo,TX,2304,US-Mexico Border,2005-06-01,Truck Containers Empty,40172,2005,Jun,Wed
Port Angeles,WA,3007,US-Canada Border,2016-02-01,Personal Vehicle Passengers,175,2016,Feb,Mon
Detroit,MI,3801,US-Canada Border,1997-10-01,Rail Containers Empty,4592,1997,Oct,Wed
Ogdensburg,NY,701,US-Canada Border,1996-01-01,Bus Passengers,566,1996,Jan,Mon
Neche,ND,3404,US-Canada Border,2008-12-01,Personal Vehicles,3584,2008,Dec,Mon
Port Huron,MI,3802,US-Canada Border,1999-08-01,Trains,445,1999,Aug,Sun
Porthill,ID,3308,US-Canada Border,2020-01-01,Pedestrians,23,2020,Jan,Wed
Port Huron,MI,3802,US-Canada Border,2001-06-01,Trains,486,2001,Jun,Fri
Van Buren,ME,108,US-Canada Border,1996-04-01,Personal Vehicles,34637,1996,Apr,Mon
El Paso,TX,2402,US-Mexico Border,2000-01-01,Personal Vehicles,1307124,2000,Jan,Sat
Richford,VT,203,US-Canada Border,2005-12-01,Pedestrians,60,2005,Dec,Thu
Buffalo-Niagara Falls,NY,901,US-Canada Border,2005-10-01,Truck Containers Full,85799,2005,Oct,Sat
Opheim,MT,3317,US-Canada Border,2001-10-01,Truck Containers Empty,4,2001,Oct,Mon
Port Angeles,WA,3007,US-Canada Border,2019-09-01,Personal Vehicles,7645,2019,Sep,Sun
Sumas,WA,3009,US-Canada Border,2014-10-01,Rail Containers Empty,6128,2014,Oct,Wed
Norton,VT,211,US-Canada Border,2007-06-01,Trucks,1669,2007,Jun,Fri
Portal,ND,3403,US-Canada Border,2002-08-01,Trains,157,2002,Aug,Thu
Vanceboro,ME,105,US-Canada Border,1998-06-01,Personal Vehicles,4759,1998,Jun,Mon
Ambrose,ND,3410,US-Canada Border,2003-11-01,Truck Containers Empty,2,2003,Nov,Sat
Champlain-Rouses Point,NY,712,US-Canada Border,2017-10-01,Trains,72,2017,Oct,Sun
International Falls-Ranier,MN,3604,US-Canada Border,2014-01-01,Buses,11,2014,Jan,Wed
Laredo,TX,2304,US-Mexico Border,2005-01-01,Trucks,106761,2005,Jan,Sat
El Paso,TX,2402,US-Mexico Border,1999-01-01,Bus Passengers,13140,1999,Jan,Fri
Hannah,ND,3408,US-Canada Border,2003-10-01,Personal Vehicles,402,2003,Oct,Wed
Port Angeles,WA,3007,US-Canada Border,2018-05-01,Trucks,26,2018,May,Tue
Frontier,WA,3020,US-Canada Border,2012-03-01,Truck Containers Empty,985,2012,Mar,Thu
Porthill,ID,3308,US-Canada Border,2003-11-01,Buses,17,2003,Nov,Sat
Jackman,ME,104,US-Canada Border,2008-11-01,Bus Passengers,97,2008,Nov,Sat
Buffalo-Niagara Falls,NY,901,US-Canada Border,2017-04-01,Train Passengers,1358,2017,Apr,Sat
Highgate Springs-Alburg,VT,212,US-Canada Border,2017-07-01,Trains,19,2017,Jul,Sat
Ambrose,ND,3410,US-Canada Border,2016-06-01,Personal Vehicles,97,2016,Jun,Wed
Progreso,TX,2309,US-Mexico Border,1997-11-01,Pedestrians,90984,1997,Nov,Sat
Ferry,WA,3013,US-Canada Border,1996-07-01,Pedestrians,35,1996,Jul,Mon
Lukeville,AZ,2602,US-Mexico Border,1998-10-01,Personal Vehicle Passengers,113419,1998,Oct,Thu
Richford,VT,203,US-Canada Border,2014-06-01,Truck Containers Full,10,2014,Jun,Sun
Beecher Falls,VT,206,US-Canada Border,2010-02-01,Truck Containers Empty,998,2010,Feb,Mon
Piegan,MT,3316,US-Canada Border,1996-06-01,Bus Passengers,1890,1996,Jun,Sat
Antler,ND,3413,US-Canada Border,2010-03-01,Personal Vehicles,796,2010,Mar,Mon
Warroad,MN,3423,US-Canada Border,2003-05-01,Trains,250,2003,May,Thu
Derby Line,VT,209,US-Canada Border,1999-03-01,Personal Vehicle Passengers,108483,1999,Mar,Mon
Houlton,ME,106,US-Canada Border,2014-08-01,Pedestrians,44,2014,Aug,Fri
Sumas,WA,3009,US-Canada Border,2004-11-01,Rail Containers Empty,78,2004,Nov,Mon
Port Angeles,WA,3007,US-Canada Border,2004-10-01,Buses,11,2004,Oct,Fri
Calexico,CA,2503,US-Mexico Border,2011-09-01,Personal Vehicle Passengers,556524,2011,Sep,Thu
San Luis,AZ,2608,US-Mexico Border,2007-07-01,Bus Passengers,250,2007,Jul,Sun
Vanceboro,ME,105,US-Canada Border,2020-01-01,Trucks,42,2020,Jan,Wed
Hidalgo,TX,2305,US-Mexico Border,1996-11-01,Personal Vehicle Passengers,1752566,1996,Nov,Fri
Beecher Falls,VT,206,US-Canada Border,2000-08-01,Personal Vehicles,13196,2000,Aug,Tue
Norton,VT,211,US-Canada Border,2020-01-01,Personal Vehicles,767,2020,Jan,Wed
Calexico,CA,2503,US-Mexico Border,2013-02-01,Personal Vehicles,314958,2013,Feb,Fri
Progreso,TX,2309,US-Mexico Border,2003-06-01,Buses,38,2003,Jun,Sun
Sault Sainte Marie,MI,3803,US-Canada Border,2014-06-01,Personal Vehicles,85982,2014,Jun,Sun
Baudette,MN,3424,US-Canada Border,2003-11-01,Buses,44,2003,Nov,Sat
Oroville,WA,3019,US-Canada Border,1999-01-01,Personal Vehicles,15828,1999,Jan,Fri
Tecate,CA,2505,US-Mexico Border,2008-05-01,Rail Containers Empty,28,2008,May,Thu
Norton,VT,211,US-Canada Border,2007-03-01,Buses,1,2007,Mar,Thu
Rio Grande City,TX,2307,US-Mexico Border,2014-05-01,Personal Vehicles,29498,2014,May,Thu
Pembina,ND,3401,US-Canada Border,2010-11-01,Trucks,17014,2010,Nov,Mon
Calexico East,CA,2507,US-Mexico Border,1997-09-01,Train Passengers,147,1997,Sep,Mon
Grand Portage,MN,3613,US-Canada Border,2002-01-01,Truck Containers Empty,673,2002,Jan,Tue
Naco,AZ,2603,US-Mexico Border,2000-05-01,Truck Containers Empty,267,2000,May,Mon
Houlton,ME,106,US-Canada Border,2012-11-01,Personal Vehicles,29821,2012,Nov,Thu
Tecate,CA,2505,US-Mexico Border,1999-04-01,Train Passengers,467,1999,Apr,Thu
Hansboro,ND,3415,US-Canada Border,2002-11-01,Buses,1,2002,Nov,Fri
Portal,ND,3403,US-Canada Border,2016-08-01,Trains,144,2016,Aug,Mon
Westhope,ND,3419,US-Canada Border,2001-10-01,Buses,1,2001,Oct,Mon
Westhope,ND,3419,US-Canada Border,1996-01-01,Personal Vehicle Passengers,1789,1996,Jan,Mon
Ogdensburg,NY,701,US-Canada Border,2011-01-01,Buses,8,2011,Jan,Sat
Warroad,MN,3423,US-Canada Border,2011-07-01,Bus Passengers,405,2011,Jul,Fri
Detroit,MI,3801,US-Canada Border,2017-01-01,Rail Containers Full,9398,2017,Jan,Sun
Calexico,CA,2503,US-Mexico Border,2010-10-01,Pedestrians,400582,2010,Oct,Fri
Boundary,WA,3015,US-Canada Border,2019-11-01,Truck Containers Empty,29,2019,Nov,Fri
Turner,MT,3306,US-Canada Border,2010-09-01,Personal Vehicle Passengers,1374,2010,Sep,Wed
Port Huron,MI,3802,US-Canada Border,2018-02-01,Rail Containers Full,19572,2018,Feb,Thu
Boundary,WA,3015,US-Canada Border,2007-03-01,Personal Vehicles,5811,2007,Mar,Thu
Laurier,WA,3016,US-Canada Border,2007-02-01,Train Passengers,38,2007,Feb,Thu
Danville,WA,3012,US-Canada Border,1999-06-01,Trucks,112,1999,Jun,Tue
Nogales,AZ,2604,US-Mexico Border,1997-08-01,Personal Vehicle Passengers,862991,1997,Aug,Fri
Port Huron,MI,3802,US-Canada Border,1997-02-01,Buses,136,1997,Feb,Sat
Noyes,MN,3402,US-Canada Border,2004-12-01,Truck Containers Empty,96,2004,Dec,Wed
Bridgewater,ME,127,US-Canada Border,2008-06-01,Buses,1,2008,Jun,Sun
Sweetgrass,MT,3310,US-Canada Border,2016-09-01,Rail Containers Empty,926,2016,Sep,Thu
Del Rio,TX,2302,US-Mexico Border,2019-06-01,Personal Vehicle Passengers,238721,2019,Jun,Sat
Westhope,ND,3419,US-Canada Border,1999-11-01,Trucks,411,1999,Nov,Mon
Whitlash,MT,3321,US-Canada Border,2000-09-01,Trucks,69,2000,Sep,Fri
Noonan,ND,3420,US-Canada Border,2019-03-01,Truck Containers Full,15,2019,Mar,Fri
Blaine,WA,3004,US-Canada Border,2005-06-01,Trains,145,2005,Jun,Wed
Carbury,ND,3421,US-Canada Border,2008-04-01,Personal Vehicle Passengers,2015,2008,Apr,Tue
Douglas,AZ,2601,US-Mexico Border,1997-12-01,Buses,310,1997,Dec,Mon
Del Rio,TX,2302,US-Mexico Border,2013-01-01,Trucks,5641,2013,Jan,Tue
Fort Fairfield,ME,107,US-Canada Border,1998-11-01,Buses,4,1998,Nov,Sun
St. John,ND,3405,US-Canada Border,2002-05-01,Personal Vehicle Passengers,5687,2002,May,Wed
Warroad,MN,3423,US-Canada Border,2018-07-01,Personal Vehicle Passengers,22243,2018,Jul,Sun
Buffalo-Niagara Falls,NY,901,US-Canada Border,2000-04-01,Train Passengers,3539,2000,Apr,Sat
Eastport,ID,3302,US-Canada Border,2010-06-01,Pedestrians,20,2010,Jun,Tue
Andrade,CA,2502,US-Mexico Border,2010-09-01,Pedestrians,42998,2010,Sep,Wed
International Falls-Ranier,MN,3604,US-Canada Border,1996-08-01,Pedestrians,3836,1996,Aug,Thu
Calexico East,CA,2507,US-Mexico Border,2013-01-01,Train Passengers,23,2013,Jan,Tue
Eastport,ID,3302,US-Canada Border,2017-04-01,Personal Vehicles,4493,2017,Apr,Sat
Naco,AZ,2603,US-Mexico Border,2010-12-01,Trucks,224,2010,Dec,Wed
Roma,TX,2310,US-Mexico Border,2011-12-01,Bus Passengers,1177,2011,Dec,Thu
Hidalgo,TX,2305,US-Mexico Border,2001-06-01,Truck Containers Full,18609,2001,Jun,Fri
Piegan,MT,3316,US-Canada Border,2010-08-01,Trucks,134,2010,Aug,Sun
Eagle Pass,TX,2303,US-Mexico Border,2009-07-01,Trucks,7110,2009,Jul,Wed
Massena,NY,704,US-Canada Border,2008-10-01,Bus Passengers,3336,2008,Oct,Wed
Highgate Springs-Alburg,VT,212,US-Canada Border,1998-07-01,Buses,425,1998,Jul,Wed
Morgan,MT,3319,US-Canada Border,2006-10-01,Truck Containers Full,52,2006,Oct,Sun
Oroville,WA,3019,US-Canada Border,2011-12-01,Bus Passengers,450,2011,Dec,Thu
Roma,TX,2310,US-Mexico Border,2009-02-01,Buses,76,2009,Feb,Sun
Dunseith,ND,3422,US-Canada Border,2001-06-01,Buses,24,2001,Jun,Fri
Nogales,AZ,2604,US-Mexico Border,2015-08-01,Pedestrians,271176,2015,Aug,Sat
Otay Mesa,CA,2506,US-Mexico Border,1998-09-01,Truck Containers Full,26564,1998,Sep,Tue
Danville,WA,3012,US-Canada Border,2015-12-01,Truck Containers Empty,11,2015,Dec,Tue
Champlain-Rouses Point,NY,712,US-Canada Border,2014-03-01,Buses,709,2014,Mar,Sat
Champlain-Rouses Point,NY,712,US-Canada Border,2009-07-01,Personal Vehicles,147767,2009,Jul,Wed
Blaine,WA,3004,US-Canada Border,2011-12-01,Trains,188,2011,Dec,Thu
Progreso,TX,2309,US-Mexico Border,2014-07-01,Truck Containers Empty,1006,2014,Jul,Tue
Otay Mesa,CA,2506,US-Mexico Border,1998-03-01,Trucks,51760,1998,Mar,Sun
Walhalla,ND,3407,US-Canada Border,2017-10-01,Truck Containers Full,161,2017,Oct,Sun
Buffalo-Niagara Falls,NY,901,US-Canada Border,2011-11-01,Pedestrians,18583,2011,Nov,Tue
Whitetail,MT,3312,US-Canada Border,2006-06-01,Personal Vehicle Passengers,277,2006,Jun,Thu
Walhalla,ND,3407,US-Canada Border,1998-07-01,Truck Containers Full,500,1998,Jul,Wed
Pinecreek,MN,3425,US-Canada Border,2011-03-01,Personal Vehicle Passengers,672,2011,Mar,Tue
Sumas,WA,3009,US-Canada Border,2006-08-01,Train Passengers,248,2006,Aug,Tue
Eastport,ID,3302,US-Canada Border,2010-03-01,Buses,12,2010,Mar,Mon
Santa Teresa,NM,2408,US-Mexico Border,2000-08-01,Truck Containers Full,1800,2000,Aug,Tue
Maida,ND,3416,US-Canada Border,2013-11-01,Truck Containers Full,388,2013,Nov,Fri
Noyes,MN,3402,US-Canada Border,1998-08-01,Pedestrians,6,1998,Aug,Sat
Cross Border Xpress,CA,2582,US-Mexico Border,2020-01-01,Pedestrians,179451,2020,Jan,Wed
Sumas,WA,3009,US-Canada Border,2009-05-01,Buses,85,2009,May,Fri
Del Rio,TX,2302,US-Mexico Border,1998-04-01,Buses,579,1998,Apr,Wed
Frontier,WA,3020,US-Canada Border,2012-03-01,Trucks,1859,2012,Mar,Thu
Tornillo-Fabens,TX,2404,US-Mexico Border,2009-11-01,Personal Vehicle Passengers,77051,2009,Nov,Sun
Champlain-Rouses Point,NY,712,US-Canada Border,1999-02-01,Trucks,29988,1999,Feb,Mon
